G_NUMBER	NAME_ALT2	GENOME_NAME	NAME_ORIGINAL	NAME_ALT1	N_NUMBER	PATIENT_ID	SEQ_MULTIPLE_LIBRARIES	PROVIDER	SEQ_FACILITY	PATH_ORIGINAL_FASTQS	LIBRARY_ID	PE_SE	DATE_SEQ	STATUS	FLAG_WARNING	WARNINGS	FASTQ_PATH	PATH_MAPPING_OUTPUT_V1	STATUS_MAPPING_V1	PATH_MAPPING_OUTPUT_V2	STATUS_MAPPING_V2	ANNEX_FILES	BIOPROJECT	SAMPLE_ACCESSION	RUN_ACCESSION	LINK_SRA	DATE_ISOLATION	COUNTRY_ISOLATION	COUNTRY_PATIENT_BIRTH	LINEAGE	SUBLINEAGE_GAGNEUX	SUBLINEAGE_COLL	GENOME_BASED_SPOLIGO	CONTACT_PERSON	COMMENTS	isolation_date	FQ.IN	NUMBER.READS	READ.TYPE	LNG	COVERAGE.MEAN	COVERAGE.SD	PERCENTAGE.NOT.COVERED	PERCENTAGE.LESS.5	NUMBER.ALL.VARIANTS	HOMO.SNPS	HET.SNPs	HOMO_HET.RATIO	NUMBER.INDELS	MAPPING.PERCENTAGE	DROPPED.TRIMMOMATIC	MEAN.READ.LENGHT	INSERT.SIZE.MEAN	PERCENTAGE.MTB	PERCENTAGE.NTMS	PERCENTAGE.UNCLASSIFIED	MERGING.OVERLAPPING.READS	LINAGE	LINEAGE_PROC	SUBLINEAGE	DR_STRINGENT_OUT	DR_EXTENDED_OUT	CM_OUT	KDV_OUT	PDM_OUT
G702462	ECF-14-J145	G702462	SAMEA14460613	ERX9334570	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787294_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787294_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460613	ERR9787294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9787294/ERR9787294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9787294/ERR9787294_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	19-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787294_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787294_2.fastq.gz	1532162	PE	NA	93	26	0.013	0.017	1322	1035	39	0.04	180	99.29%	0.08%	253	686	99.9	0.05	0.03	46.67%	L6 (3/3)	L6	L6.1.2	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	1
G702463	ECF-14-J147	G702463	SAMEA14460614	ERX9334571	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787295_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787295_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460614	ERR9787295	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9787295/ERR9787295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9787295/ERR9787295_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	29-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787295_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787295_2.fastq.gz	1680021	PE	NA	90	26	0.018	0.026	2639	1022	90	0.09	938	98.79%	0.08%	258	575	99.85	0.03	0.09	41.16%	L6 (3/3)	L6	L6.1.2	Susceptible|Susceptible	pre-XDR-SLI|MDR	0	0	21
G702464	ECF-14-J151	G702464	SAMEA14460615	ERX9334572	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787296_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787296_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460615	ERR9787296	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787296/ERR9787296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787296/ERR9787296_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	23-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787296_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787296_2.fastq.gz	3086810	PE	NA	164	42	0.012	0.015	1445	1060	82	0.08	215	99.09%	0.05%	253	612	99.91	0.04	0.03	53.90%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702465	ECF-14-J154	G702465	SAMEA14460616	ERX9334573	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787297_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787297_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460616	ERR9787297	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9787297/ERR9787297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9787297/ERR9787297_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	07-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787297_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787297_2.fastq.gz	1850805	PE	NA	119	34	0.014	0.018	1437	1019	63	0.06	217	99.19%	0.08%	253	678	99.91	0.04	0.03	39.60%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	3
G702467	ECF-14-J171	G702467	SAMEA14460618	ERX9334575	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787299_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787299_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460618	ERR9787299	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787299/ERR9787299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787299/ERR9787299_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	14-08-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787299_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787299_2.fastq.gz	683139	PE	NA	40	14	0.015	0.025	1430	1054	96	0.09	201	98.88%	0.31%	253	731	99.75	0.08	0.09	40.08%	L6 (2/3)	L6	L6.1.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702468	ECF-14-J178	G702468	SAMEA14460619	ERX9334576	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787300_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787300_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460619	ERR9787300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9787300/ERR9787300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9787300/ERR9787300_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	08-09-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787300_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787300_2.fastq.gz	963677	PE	NA	53	18	0.014	0.022	1608	1065	76	0.07	321	95.72%	0.30%	253	702	96.78	0.05	0.85	41.87%	L6 (3/3)	L6	L6.1.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G702469	ECF-14-J192	G702469	SAMEA14460620	ERX9334577	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787301_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787301_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460620	ERR9787301	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9787301/ERR9787301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9787301/ERR9787301_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	10-11-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787301_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787301_2.fastq.gz	538018	PE	NA	41	14	0.019	0.031	1459	1057	91	0.09	224	99.05%	0.21%	253	842	99.82	0.04	0.05	17.51%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702470	ECF-14-N102	G702470	SAMEA14460621	ERX9334578	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787302_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787302_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460621	ERR9787302	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9787302/ERR9787302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9787302/ERR9787302_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	13-01-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787302_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787302_2.fastq.gz	1242715	PE	NA	73	22	0.014	0.021	1418	1112	68	0.06	188	98.98%	0.32%	253	655	99.81	0.05	0.08	31.97%	L6 (3/3)	L6	L6.3.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702471	ECF-14-N121	G702471	SAMEA14460622	ERX9334579	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787303_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787303_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460622	ERR9787303	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787303/ERR9787303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787303/ERR9787303_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	29-08-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787303_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787303_2.fastq.gz	1356873	PE	NA	86	24	0.015	0.021	1369	1059	70	0.07	197	99.17%	0.11%	253	637	99.91	0.04	0.03	46.43%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702472	ECF-14-N128	G702472	SAMEA14460623	ERX9334580	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787304_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787304_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460623	ERR9787304	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9787304/ERR9787304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9787304/ERR9787304_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	25-11-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787304_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787304_2.fastq.gz	670830	PE	NA	48	16	0.017	0.027	1339	1026	72	0.07	181	98.90%	0.19%	253	846	99.66	0.04	0.23	23.12%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702473	ECF-14-P104	G702473	SAMEA14460624	ERX9334581	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787305_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787305_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460624	ERR9787305	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9787305/ERR9787305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9787305/ERR9787305_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	31-01-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787305_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787305_2.fastq.gz	1640143	PE	NA	102	29	0.014	0.018	1718	1066	68	0.06	343	98.99%	0.17%	253	617	99.87	0.04	0.05	43.62%	L6 (3/3)	L6	L6.2.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G702474	ECF-14-P126	G702474	SAMEA14460625	ERX9334582	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787306_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787306_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460625	ERR9787306	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787306/ERR9787306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787306/ERR9787306_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	10-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787306_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787306_2.fastq.gz	596791	PE	NA	22	7	0.013	0.025	1422	1048	143	0.14	191	96.92%	0.59%	220	391	99.68	0.04	0.26	49.99%	L6 (3/3)	L6	L6.2.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702475	ECF-14-P127	G702475	SAMEA14460626	ERX9334583	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787307_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787307_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460626	ERR9787307	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9787307/ERR9787307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9787307/ERR9787307_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	24-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787307_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787307_2.fastq.gz	888712	PE	NA	62	20	0.015	0.022	1527	1101	63	0.06	278	99.14%	0.16%	253	802	99.8	0.04	0.07	26.24%	L6 (3/3)	L6	L6.3.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702476	ECF-14-Q138	G702476	SAMEA14460627	ERX9334584	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787308_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787308_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460627	ERR9787308	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9787308/ERR9787308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9787308/ERR9787308_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	23-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787308_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787308_2.fastq.gz	1244383	PE	NA	83	23	0.013	0.018	1351	1040	59	0.06	199	99.13%	0.11%	253	655	99.89	0.05	0.04	41.43%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G702477	ECF-14-Q143	G702477	SAMEA14460628	ERX9334585	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787309_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787309_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460628	ERR9787309	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787309/ERR9787309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787309/ERR9787309_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	21-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787309_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787309_2.fastq.gz	1973006	PE	NA	66	18	0.012	0.016	1415	1035	88	0.09	192	97.87%	0.34%	258	459	99.71	0.07	0.2	70.88%	L6 (3/3)	L6	L6.1.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702478	ECF-14-Q146	G702478	SAMEA14460629	ERX9334586	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787310_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787310_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460629	ERR9787310	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9787310/ERR9787310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9787310/ERR9787310_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	24-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787310_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787310_2.fastq.gz	1960352	PE	NA	59	15	0.011	0.016	1405	1032	94	0.09	191	97.72%	0.40%	258	431	99.56	0.09	0.32	77.17%	L6 (3/3)	L6	L6.1.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702479	ECF-14-Q150	G702479	SAMEA14460630	ERX9334587	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787311_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787311_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460630	ERR9787311	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9787311/ERR9787311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9787311/ERR9787311_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	13-08-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787311_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787311_2.fastq.gz	1382913	PE	NA	78	27	0.022	0.032	2699	1048	122	0.12	959	98.72%	0.09%	258	582	99.86	0.04	0.08	34.37%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	INH-Mono|INH-Mono	0	0	5
G702480	ECF-14-Q157	G702480	SAMEA14460631	ERX9334588	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787312_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787312_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460631	ERR9787312	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9787312/ERR9787312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9787312/ERR9787312_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	03-10-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787312_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787312_2.fastq.gz	801328	PE	NA	53	15	0.012	0.021	1418	1077	80	0.07	194	99.16%	0.15%	253	685	99.88	0.05	0.04	42.74%	L6 (2/3)	L6	L6.1.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702481	ECF-14-Q158	G702481	SAMEA14460632	ERX9334589	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787313_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787313_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460632	ERR9787313	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787313/ERR9787313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787313/ERR9787313_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	09-10-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787313_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787313_2.fastq.gz	1443712	PE	NA	88	25	0.014	0.018	1336	1034	63	0.06	184	99.16%	0.11%	253	704	99.89	0.05	0.04	43.77%	L6 (3/3)	L6	L6.2.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702482	ECF-14-Q159	G702482	SAMEA14460633	ERX9334590	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787314_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787314_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460633	ERR9787314	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9787314/ERR9787314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9787314/ERR9787314_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	09-10-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787314_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787314_2.fastq.gz	2267995	PE	NA	117	29	0.012	0.016	1463	1081	65	0.06	237	99.12%	0.07%	253	593	99.91	0.05	0.03	63.62%	L6 (3/3)	L6	L6.1.1	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	2
G702484	ECF-14-R112	G702484	SAMEA14460635	ERX9334592	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787316_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787316_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460635	ERR9787316	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787316/ERR9787316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787316/ERR9787316_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	27-01-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787316_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787316_2.fastq.gz	2072517	PE	NA	77	19	0.011	0.016	1767	1062	102	0.1	317	98.16%	0.23%	255	477	99.76	0.04	0.17	68.43%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	INH-Mono|INH-Mono	0	0	1
